Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda
Sul,RS,Venâncio Aires,"0,7831","0,6969","0,7397","0,9128"
Centro-Oeste,MT,Rondonópolis,"0,7831","0,7576","0,6599","0,9317"
Sul,RS,Passo Fundo,"0,7830","0,6241","0,7452","0,9798"
Sudeste,SP,Mirassolândia,"0,7826","0,8388","0,6773","0,8317"
Sul,SC,Curitibanos,"0,7825","0,6909","0,7456","0,9110"
Sudeste,MG,São Sebastião do Paraíso,"0,7824","0,7380","0,7127","0,8964"
Sudeste,SP,Pedrinhas Paulista,"0,7824","0,8789","0,6134","0,8549"
Sul,RS,Horizontina,"0,7824","0,8150","0,6832","0,8491"
Sudeste,MG,Coronel Fabriciano,"0,7822","0,7990","0,7614","0,7862"
Sul,PR,Corbélia,"0,7821","0,7583","0,7592","0,8289"
Centro-Oeste,GO,Mineiros,"0,7820","0,6801","0,7180","0,9478"
Sudeste,MG,Uberaba,"0,7819","0,6964","0,6903","0,9590"
Sudeste,SP,Cerqueira César,"0,7819","0,8037","0,6427","0,8994"
Sudeste,SP,Cândido Mota,"0,7816","0,8351","0,7115","0,7981"
Sudeste,MG,Itajubá,"0,7813","0,7312","0,7661","0,8466"
Sudeste,SP,Cabrália Paulista,"0,7813","0,7998","0,6852","0,8590"
Sul,PR,Siqueira Campos,"0,7811","0,7774","0,6469","0,9190"
Sudeste,SP,Santa Maria da Serra,"0,7810","0,7800","0,7078","0,8553"
Sul,SC,Capinzal,"0,7808","0,6663","0,7195","0,9567"
Sul,PR,São Mateus do Sul,"0,7806","0,7699","0,7043","0,8676"
Sul,SC,Guabiruba,"0,7806","0,6931","0,7115","0,9371"
Centro-Oeste,MS,Chapadão do Sul,"0,7805","0,7627","0,6448","0,9340"
Sudeste,SP,Pereira Barreto,"0,7804","0,8549","0,6952","0,7910"
Sul,PR,Capanema,"0,7804","0,8784","0,5276","0,9353"
Sul,RS,Não-Me-Toque,"0,7801","0,7127","0,7244","0,9032"
Sudeste,ES,Cachoeiro de Itapemirim,"0,7799","0,7859","0,7066","0,8472"
Sul,PR,Carambeí,"0,7799","0,7060","0,6503","0,9835"
Sul,SC,Içara,"0,7799","0,6538","0,7107","0,9751"
Sul,SC,Campos Novos,"0,7798","0,6738","0,7216","0,9439"
Sudeste,MG,Ipiaçu,"0,7796","0,7260","0,7015","0,9114"
Sudeste,SP,Boracéia,"0,7794","0,8266","0,6059","0,9058"
Centro-Oeste,MT,Alta Floresta,"0,7794","0,7158","0,7215","0,9009"
Sudeste,SP,Dourado,"0,7790","0,8003","0,6945","0,8421"
Sudeste,MG,Cambuí,"0,7789","0,7557","0,7084","0,8727"
Sudeste,SP,São Simão,"0,7789","0,8149","0,6465","0,8752"
Sudeste,SP,Orlândia,"0,7786","0,7740","0,6365","0,9254"
Sul,PR,Guarapuava,"0,7786","0,7415","0,6404","0,9538"
Sudeste,SP,Ibitinga,"0,7785","0,7716","0,6507","0,9133"
Sul,RS,Glorinha,"0,7785","0,6466","0,7564","0,9325"
Sudeste,SP,José Bonifácio,"0,7782","0,7890","0,6342","0,9114"
Sudeste,MG,Três Pontas,"0,7781","0,7867","0,6785","0,8690"
Sul,PR,Fernandes Pinheiro,"0,7780","0,8107","0,8407","0,6825"
Sul,RS,Riozinho,"0,7779","0,7283","0,7175","0,8878"
Sudeste,SP,Cosmorama,"0,7778","0,7674","0,7591","0,8068"
Sul,RS,Salvador das Missões,"0,7776","0,7154","0,7332","0,8842"
Sudeste,SP,Cotia,"0,7775","0,7451","0,6344","0,9529"
Sul,SC,Treze Tílias,"0,7775","0,5951","0,8031","0,9343"
Sul,RS,Três Passos,"0,7773","0,7538","0,6675","0,9106"
Sudeste,SP,Inúbia Paulista,"0,7772","0,7673","0,7859","0,7783"
Sul,RS,Santa Clara do Sul,"0,7772","0,6763","0,7327","0,9227"
Sudeste,SP,Fartura,"0,7771","0,7540","0,7333","0,8441"
Sudeste,SP,Paraguaçu Paulista,"0,7771","0,7937","0,7332","0,8043"
Sudeste,SP,Guaratinguetá,"0,7770","0,7855","0,6926","0,8528"
Sul,RS,Cruzeiro do Sul,"0,7770","0,6625","0,7739","0,8947"
Sudeste,SP,Cajamar,"0,7769","0,7716","0,6827","0,8765"
Sudeste,SP,Morro Agudo,"0,7767","0,7523","0,6936","0,8843"
Sudeste,SP,Altinópolis,"0,7763","0,8129","0,6922","0,8237"
Sul,RS,Panambi,"0,7759","0,7526","0,6506","0,9245"
Sul,SC,Gaspar,"0,7758","0,6452","0,6977","0,9846"
Sudeste,SP,Guariba,"0,7757","0,7476","0,6917","0,8879"
Sudeste,SP,Rancharia,"0,7755","0,8363","0,6552","0,8351"
Sudeste,SP,Ariranha,"0,7754","0,8485","0,7185","0,7591"
Sudeste,MG,Itatiaiuçu,"0,7751","0,7435","0,7978","0,7839"
Sudeste,SP,Ilha Solteira,"0,7751","0,8856","0,6945","0,7451"
Sul,SC,Orleans,"0,7751","0,6849","0,6671","0,9734"
Sudeste,MG,Itabirito,"0,7750","0,7425","0,7292","0,8532"
Sudeste,SP,Paranapanema,"0,7750","0,7362","0,6493","0,9394"
Sudeste,SP,Pereiras,"0,7748","0,6738","0,7284","0,9223"
Sudeste,SP,Pirassununga,"0,7748","0,7951","0,6090","0,9202"
Sul,SC,Itapema,"0,7748","0,7002","0,6619","0,9622"
Sudeste,MG,Araguari,"0,7747","0,7320","0,7432","0,8488"
Sul,PR,Marialva,"0,7745","0,7717","0,6931","0,8588"
Sul,SC,São Ludgero,"0,7745","0,6911","0,6671","0,9654"
Sudeste,SP,Nova Independência,"0,7744","0,7521","0,7140","0,8571"
Sul,SC,Schroeder,"0,7744","0,7344","0,7092","0,8795"
Sudeste,MG,Arcos,"0,7743","0,7591","0,6249","0,9388"
Sudeste,SP,Caçapava,"0,7742","0,7513","0,7590","0,8123"
Sudeste,SP,Sandovalina,"0,7742","0,7242","0,7006","0,8977"
Sul,PR,Atalaia,"0,7742","0,7905","0,8129","0,7192"
Sul,PR,Jacarezinho,"0,7742","0,7270","0,7124","0,8832"
Sul,RS,Torres,"0,7742","0,6915","0,7286","0,9026"
Sul,PR,Nova Esperança,"0,7741","0,8138","0,7423","0,7662"
Sudeste,MG,Jacutinga,"0,7740","0,7683","0,6220","0,9316"
Centro-Oeste,GO,Caldas Novas,"0,7740","0,7418","0,6868","0,8935"
Sudeste,SP,Guarulhos,"0,7738","0,7412","0,6564","0,9239"
Sul,SC,Urussanga,"0,7736","0,6835","0,6642","0,9731"
Sudeste,SP,Colina,"0,7734","0,7233","0,6851","0,9117"
Sudeste,SP,Registro,"0,7734","0,7947","0,6804","0,8450"
Sul,SC,Florianópolis,"0,7733","0,6357","0,7565","0,9277"
Sul,SC,Garuva,"0,7732","0,6480","0,7757","0,8960"
Sul,RS,Nova Alvorada,"0,7731","0,6988","0,6913","0,9293"
Sudeste,MG,Igaratinga,"0,7730","0,6613","0,7715","0,8862"
Sudeste,SP,Laranjal Paulista,"0,7730","0,7114","0,6388","0,9687"
Sul,PR,Balsa Nova,"0,7730","0,6840","0,7359","0,8991"
Centro-Oeste,MT,Sorriso,"0,7730","0,7334","0,6726","0,9131"
Sudeste,SP,Lins,"0,7729","0,7658","0,6551","0,8978"
Sudeste,SP,Lucélia,"0,7729","0,8531","0,5835","0,8820"
Sul,PR,Loanda,"0,7728","0,7790","0,6191","0,9202"
Sul,PR,Piên,"0,7728","0,7442","0,7780","0,7961"
Sul,SC,Braço do Trombudo,"0,7728","0,6967","0,7433","0,8784"
Sul,PR,Arapoti,"0,7727","0,7360","0,6394","0,9426"
Sudeste,SP,Florínea,"0,7726","0,8842","0,8476","0,5861"
Sudeste,SP,Vargem Grande Paulista,"0,7726","0,7858","0,6025","0,9296"
Sul,PR,Chopinzinho,"0,7726","0,8358","0,5888","0,8931"
Sul,SC,Caçador,"0,7726","0,5967","0,7452","0,9760"
Sudeste,SP,Penápolis,"0,7725","0,8193","0,6068","0,8914"
Sul,RS,Vila Flores,"0,7725","0,6530","0,7442","0,9202"
Sul,RS,Victor Graeff,"0,7723","0,7360","0,7754","0,8056"
Sul,PR,São Jorge d'Oeste,"0,7722","0,8029","0,6270","0,8866"
Sudeste,SP,Ibaté,"0,7721","0,8410","0,6408","0,8345"
Sul,PR,Lapa,"0,7721","0,7812","0,6825","0,8526"
Sul,PR,Mariópolis,"0,7721","0,7951","0,6820","0,8391"
Centro-Oeste,GO,Catalão,"0,7720","0,6735","0,7590","0,8834"
Sul,SC,Peritiba,"0,7719","0,7324","0,7029","0,8804"
Sul,RS,Sapiranga,"0,7718","0,7029","0,6751","0,9375"
Sudeste,ES,Anchieta,"0,7716","0,8148","0,7879","0,7120"
Sudeste,SP,Poá,"0,7715","0,8150","0,6100","0,8896"
Sul,SC,Cunha Porã,"0,7713","0,6366","0,7646","0,9128"
Sudeste,MG,Ouro Branco,"0,7712","0,7473","0,7361","0,8303"
Sul,SC,Ituporanga,"0,7711","0,6707","0,7009","0,9416"
Sudeste,MG,Bom Despacho,"0,7709","0,7614","0,7090","0,8423"
Sul,PR,São José dos Pinhais,"0,7709","0,6663","0,6873","0,9591"
Sudeste,SP,Serra Negra,"0,7707","0,8048","0,6931","0,8142"
Sudeste,MG,Ponte Nova,"0,7705","0,6817","0,7769","0,8530"
Sudeste,ES,Domingos Martins,"0,7704","0,7623","0,7778","0,7711"
Sudeste,SP,Itapeva,"0,7703","0,8016","0,6449","0,8645"
Sul,RS,Carazinho,"0,7702","0,7005","0,7352","0,8748"
Sudeste,SP,Sarapuí,"0,7701","0,7940","0,6793","0,8371"
Sul,PR,Palmeira,"0,7701","0,7791","0,6245","0,9068"
Sul,PR,Santo Inácio,"0,7699","0,7996","0,5725","0,9376"
Sul,RS,Poço das Antas,"0,7696","0,7346","0,7408","0,8335"
Sul,SC,Witmarsum,"0,7695","0,6395","0,7338","0,9352"
Sudeste,SP,Bálsamo,"0,7692","0,7498","0,6856","0,8722"
Sul,RS,Faxinal do Soturno,"0,7690","0,6925","0,8122","0,8024"
Sudeste,SP,Taguaí,"0,7687","0,7842","0,6280","0,8940"
Sudeste,SP,Jambeiro,"0,7686","0,6790","0,7289","0,8980"
Centro-Oeste,MS,Dourados,"0,7683","0,6479","0,6846","0,9725"
Sudeste,MG,Monte Santo de Minas,"0,7681","0,7911","0,7726","0,7407"
Sudeste,SP,Quatá,"0,7681","0,8442","0,6674","0,7926"
Sudeste,MG,Cristais,"0,7680","0,7114","0,7676","0,8251"
Sudeste,SP,Altair,"0,7678","0,8523","0,6737","0,7775"
Sul,PR,Telêmaco Borba,"0,7678","0,6898","0,6938","0,9199"
Sul,RS,Aratiba,"0,7677","0,7505","0,7571","0,7954"
Sudeste,MG,Vazante,"0,7674","0,7817","0,6077","0,9127"
Sudeste,SP,Sertãozinho,"0,7673","0,6925","0,6591","0,9503"
Sudeste,SP,Zacarias,"0,7673","0,7993","0,7135","0,7892"
Sudeste,ES,Marechal Floriano,"0,7672","0,7802","0,6326","0,8888"
Sul,PR,Floraí,"0,7672","0,7862","0,7687","0,7467"
Sul,SC,Salto Veloso,"0,7671","0,7029","0,6310","0,9674"
Centro-Oeste,MS,Costa Rica,"0,7670","0,7154","0,7090","0,8766"
Sudeste,SP,Ubatuba,"0,7669","0,8097","0,6457","0,8453"
Sul,PR,Assaí,"0,7669","0,8777","0,7525","0,6705"
Sul,SC,Xaxim,"0,7669","0,7056","0,6226","0,9726"
Sudeste,SP,Regente Feijó,"0,7668","0,8079","0,6563","0,8362"
Sudeste,MG,Carmo do Cajuru,"0,7667","0,7830","0,7254","0,7917"
Sul,RS,Lindolfo Collor,"0,7667","0,6773","0,6842","0,9387"
Sudeste,SP,Novo Horizonte,"0,7666","0,7594","0,6829","0,8574"
Sudeste,SP,Taquarituba,"0,7665","0,8446","0,6127","0,8422"
Sul,PR,São Miguel do Iguaçu,"0,7665","0,7461","0,6488","0,9047"
Sul,SC,Pedras Grandes,"0,7664","0,6546","0,7075","0,9372"
Sul,RS,São Marcos,"0,7664","0,6768","0,6448","0,9777"
Sudeste,SP,Monte Azul Paulista,"0,7663","0,7916","0,6106","0,8967"
Sul,PR,Astorga,"0,7663","0,8129","0,6943","0,7916"
Sudeste,SP,Itajobi,"0,7662","0,8310","0,6218","0,8458"
Centro-Oeste,MS,São Gabriel do Oeste,"0,7662","0,7023","0,6513","0,9451"
Sul,RS,Rolante,"0,7658","0,7312","0,6417","0,9245"
Sudeste,SP,Dirce Reis,"0,7657","0,8140","0,7613","0,7219"
Sul,SC,Grão Pará,"0,7657","0,7021","0,6692","0,9259"
Sudeste,MG,Viçosa,"0,7656","0,7619","0,7463","0,7886"
Sul,PR,Joaquim Távora,"0,7654","0,7459","0,5867","0,9636"
Sul,PR,Céu Azul,"0,7652","0,7217","0,6973","0,8765"
Sul,RS,Antônio Prado,"0,7650","0,6821","0,6790","0,9339"
Sudeste,SP,Nova Europa,"0,7649","0,7531","0,7380","0,8035"
Sudeste,SP,Tanabi,"0,7648","0,8583","0,6317","0,8043"
Sudeste,MG,Betim,"0,7647","0,6648","0,7594","0,8698"
Sudeste,SP,Queiroz,"0,7647","0,8419","0,6741","0,7780"
Sudeste,SP,Vista Alegre do Alto,"0,7644","0,7556","0,5994","0,9382"
Sul,SC,Catanduvas,"0,7643","0,6754","0,6439","0,9736"
Sul,RS,Canela,"0,7643","0,6921","0,7383","0,8626"
Sudeste,SP,Garça,"0,7642","0,7922","0,6100","0,8904"
Sul,RS,São José do Ouro,"0,7642","0,7336","0,7711","0,7878"
Sudeste,SP,Arealva,"0,7641","0,7158","0,8409","0,7355"
Sudeste,SP,Luís Antônio,"0,7641","0,6872","0,6947","0,9105"
Sudeste,SP,São Sebastião da Grama,"0,7641","0,7244","0,6712","0,8967"
Sudeste,SP,Pederneiras,"0,7640","0,7474","0,6533","0,8914"
Sul,RS,Três Coroas,"0,7638","0,7161","0,6769","0,8984"
Sul,RS,Santo Cristo,"0,7637","0,7240","0,7194","0,8478"
Sudeste,SP,Potirendaba,"0,7636","0,7857","0,6465","0,8586"
Sudeste,SP,Cesário Lange,"0,7634","0,7046","0,6632","0,9224"
Sudeste,SP,São Sebastião,"0,7631","0,7858","0,6749","0,8285"
Sul,SC,Ibicaré,"0,7631","0,6737","0,7131","0,9026"
Sul,RS,Tapera,"0,7630","0,7460","0,6777","0,8653"
Sudeste,SP,Santa Cruz da Conceição,"0,7629","0,7427","0,6775","0,8684"
Sul,PR,Renascença,"0,7629","0,7290","0,7442","0,8156"
Sul,SC,Forquilhinha,"0,7629","0,6960","0,6491","0,9436"
Sudeste,MG,São Lourenço,"0,7624","0,7211","0,7834","0,7826"
Sul,SC,Palmitos,"0,7624","0,7117","0,6185","0,9570"
Sudeste,MG,Ubá,"0,7623","0,7275","0,7299","0,8294"
Sul,RS,Tapejara,"0,7623","0,6790","0,6547","0,9533"
Sul,PR,Nova Aliança do Ivaí,"0,7622","0,7178","0,8655","0,7032"
Sul,RS,Roca Sales,"0,7621","0,7288","0,6363","0,9213"
Sudeste,SP,Pirapozinho,"0,7620","0,7545","0,7251","0,8063"
Sul,SC,Palmeira,"0,7619","0,6459","0,7048","0,9350"
Sul,SC,Lacerdópolis,"0,7618","0,6659","0,6894","0,9300"
Sudeste,SP,Pilar do Sul,"0,7617","0,7988","0,6163","0,8700"
Sudeste,MG,Itaúna,"0,7616","0,7207","0,6532","0,9110"
Sudeste,MG,Passos,"0,7615","0,7087","0,7287","0,8470"
Sul,PR,Porto Rico,"0,7615","0,7614","0,5995","0,9237"
Sul,RS,Boa Vista do Buricá,"0,7613","0,6404","0,7529","0,8905"
Sul,PR,Maripá,"0,7611","0,7026","0,7893","0,7914"
Sul,PR,Tapejara,"0,7611","0,7703","0,6559","0,8572"
Sul,RS,Lagoa Vermelha,"0,7610","0,7005","0,7715","0,8109"
Centro-Oeste,MT,Nova Mutum,"0,7610","0,6958","0,6675","0,9196"
Sudeste,SP,Paraíso,"0,7609","0,8822","0,5703","0,8303"
Nordeste,AL,Coruripe,"0,7608","0,8373","0,7341","0,7109"
Sul,PR,Colorado,"0,7608","0,7291","0,6788","0,8746"
Sudeste,SP,Paulistânia,"0,7607","0,8575","0,6444","0,7803"
Sudeste,SP,Itápolis,"0,7606","0,8370","0,5613","0,8836"
Sul,RS,Vila Maria,"0,7603","0,6905","0,6416","0,9487"
Sul,PR,Pato Bragado,"0,7602","0,8420","0,5184","0,9202"
Centro-Oeste,MT,Campo Verde,"0,7602","0,6666","0,7071","0,9068"
Sudeste,SP,Américo de Campos,"0,7600","0,8639","0,8398","0,5764"
Sudeste,SP,Taquaritinga,"0,7600","0,8232","0,6081","0,8488"
Sul,SC,Sombrio,"0,7600","0,7302","0,6478","0,9019"
Sul,RS,Pinhal,"0,7600","0,6781","0,6967","0,9052"
Sudeste,MG,Itabira,"0,7598","0,6924","0,7301","0,8570"
Sul,PR,Rolândia,"0,7597","0,7141","0,6087","0,9564"
Sudeste,SP,Buritama,"0,7595","0,8081","0,7159","0,7546"
Sul,RS,Chapada,"0,7594","0,6993","0,7248","0,8540"
Sudeste,MG,Nova Serrana,"0,7593","0,7580","0,6730","0,8470"
Sudeste,MG,Ouro Preto,"0,7593","0,6934","0,7291","0,8553"
Sul,SC,Araquari,"0,7592","0,6884","0,6943","0,8948"
Sudeste,SP,Pradópolis,"0,7591","0,7477","0,6915","0,8382"
Sul,SC,Ascurra,"0,7589","0,6922","0,6633","0,9213"
Sudeste,SP,Bastos,"0,7588","0,7859","0,6076","0,8830"
Sudeste,SP,Urupês,"0,7587","0,8286","0,6184","0,8290"
Sudeste,SP,Vargem Grande do Sul,"0,7587","0,7465","0,7033","0,8262"
Sul,RS,Santo Ângelo,"0,7587","0,6856","0,7178","0,8728"
Sudeste,MG,Juruaia,"0,7582","0,7032","0,7716","0,7997"
Sudeste,SP,Borborema,"0,7579","0,8189","0,6861","0,7688"
Sul,SC,Princesa,"0,7579","0,7171","0,6747","0,8819"
Sudeste,MG,Araporã,"0,7578","0,6840","0,6720","0,9175"
Sul,PR,São João,"0,7576","0,7772","0,5878","0,9078"
Sul,SC,Araranguá,"0,7576","0,6640","0,7307","0,8780"
Centro-Oeste,MT,Tangará da Serra,"0,7576","0,7491","0,5967","0,9270"
Sudeste,SP,Aparecida d'Oeste,"0,7575","0,8234","0,6607","0,7884"
Sudeste,MG,Iturama,"0,7574","0,7100","0,6295","0,9327"
Sudeste,SP,Guararapes,"0,7574","0,8733","0,6440","0,7550"
Sul,PR,Pranchita,"0,7571","0,7307","0,7138","0,8268"
Sul,RS,Quinze de Novembro,"0,7571","0,6956","0,7935","0,7822"
Sudeste,MG,Lavras,"0,7569","0,7156","0,6739","0,8812"
Sul,SC,Águas Frias,"0,7569","0,7089","0,6856","0,8761"
Centro-Oeste,GO,Rio Verde,"0,7569","0,7135","0,6185","0,9386"
Sul,RS,Três de Maio,"0,7568","0,7113","0,6384","0,9208"
Sudeste,SP,Aguaí,"0,7567","0,6813","0,7012","0,8877"
Sul,SC,Modelo,"0,7567","0,6970","0,6907","0,8823"
Sul,SC,Treviso,"0,7566","0,6840","0,7140","0,8717"
Sudeste,SP,Monte Mor,"0,7565","0,7146","0,6433","0,9115"
Sudeste,SP,Pindamonhangaba,"0,7565","0,7498","0,7275","0,7921"
Sul,PR,Santa Izabel do Oeste,"0,7564","0,8060","0,6919","0,7712"
Sul,SC,Rio dos Cedros,"0,7564","0,7254","0,6022","0,9415"
Sul,SC,Iomerê,"0,7563","0,7290","0,6145","0,9254"
Sudeste,SP,Arandu,"0,7561","0,7095","0,8024","0,7563"
Sul,SC,Braço do Norte,"0,7561","0,6304","0,6491","0,9887"
Sul,SC,Vargeão,"0,7560","0,6244","0,6760","0,9676"
Sudeste,SP,Coroados,"0,7558","0,8033","0,6809","0,7831"
Sudeste,SP,Elias Fausto,"0,7558","0,6338","0,7480","0,8856"
Sul,PR,Enéas Marques,"0,7558","0,7203","0,7327","0,8145"
Sul,PR,Japurá,"0,7558","0,8344","0,5610","0,8719"
Sul,RS,Cândido Godói,"0,7558","0,7128","0,7757","0,7789"
Sul,SC,São José do Cedro,"0,7557","0,7653","0,6720","0,8297"
Sudeste,RJ,Volta Redonda,"0,7556","0,6920","0,7182","0,8565"
Sudeste,SP,Adolfo,"0,7555","0,7359","0,7965","0,7341"
Sul,SC,Lontras,"0,7555","0,6338","0,7203","0,9125"
Sul,SC,Seara,"0,7555","0,6951","0,6062","0,9652"
Sudeste,SP,Nantes,"0,7554","0,8676","0,7731","0,6256"
Sul,PR,Quatro Barras,"0,7554","0,7110","0,6236","0,9316"
Sul,SC,Aurora,"0,7554","0,6545","0,6833","0,9284"
Sul,SC,Balneário Piçarras,"0,7554","0,6403","0,7166","0,9092"
Sudeste,MG,Carneirinho,"0,7550","0,6728","0,7546","0,8376"
Sudeste,SP,Palmital,"0,7550","0,8692","0,6078","0,7881"
Sul,SC,Ipumirim,"0,7550","0,6835","0,6326","0,9489"
Sudeste,SP,Cruzália,"0,7549","0,8916","0,6960","0,6770"
Centro-Oeste,DF,Brasília,"0,7549","0,6323","0,7283","0,9040"
Sudeste,SP,Alambari,"0,7545","0,7704","0,8044","0,6886"
Sul,RS,Capão da Canoa,"0,7545","0,6106","0,7832","0,8697"
Sul,PR,Flórida,"0,7542","0,7463","0,7737","0,7426"
Sul,PR,Mallet,"0,7542","0,7023","0,7001","0,8603"
Sudeste,ES,São Gabriel da Palha,"0,7541","0,7737","0,6882","0,8003"
Sudeste,SP,Engenheiro Coelho,"0,7540","0,7124","0,7579","0,7916"
Sudeste,MG,Machado,"0,7539","0,7601","0,6869","0,8147"
Sudeste,SP,Jardinópolis,"0,7538","0,7177","0,6957","0,8479"
Sudeste,SP,Socorro,"0,7538","0,8384","0,6126","0,8104"
Sudeste,MG,Ituiutaba,"0,7536","0,7491","0,7080","0,8037"
Sudeste,SP,Nuporanga,"0,7533","0,7729","0,5903","0,8966"
Sul,PR,Coronel Vivida,"0,7532","0,7445","0,6769","0,8381"
Sudeste,MG,São Francisco de Sales,"0,7531","0,6724","0,8083","0,7787"
Sul,PR,Mercedes,"0,7531","0,7969","0,6743","0,7882"
Centro-Oeste,MT,Campo Novo do Parecis,"0,7530","0,6971","0,6603","0,9017"
Sul,RS,Jacutinga,"0,7529","0,7285","0,7851","0,7452"
Sul,SC,Arabutã,"0,7528","0,7431","0,6764","0,8389"
Sul,SC,Laurentino,"0,7528","0,6746","0,6755","0,9084"
Sudeste,MG,Canápolis,"0,7527","0,7318","0,7251","0,8013"
Sul,PR,Jussara,"0,7525","0,7454","0,6719","0,8403"
Sudeste,MG,Timóteo,"0,7524","0,7544","0,6941","0,8086"
Sudeste,SP,Macatuba,"0,7524","0,8096","0,5919","0,8556"
Centro-Oeste,MT,Diamantino,"0,7523","0,8005","0,5807","0,8756"
Sul,PR,Porto Vitória,"0,7522","0,6947","0,7918","0,7702"
Sul,RS,Santa Maria,"0,7522","0,6139","0,7714","0,8713"
Sudeste,SP,Taiúva,"0,7521","0,8627","0,7833","0,6103"
Sudeste,SP,Gabriel Monteiro,"0,7519","0,8828","0,5093","0,8636"
Sul,RS,Travesseiro,"0,7519","0,7688","0,6601","0,8268"
Sul,PR,Ouro Verde do Oeste,"0,7518","0,7507","0,7810","0,7238"
Sul,SC,Otacílio Costa,"0,7518","0,6931","0,5777","0,9846"
Sul,PR,Cruzeiro do Oeste,"0,7517","0,8430","0,6039","0,8081"
Centro-Oeste,MT,Nova Monte Verde,"0,7517","0,7109","0,7039","0,8403"
Sul,RS,Osório,"0,7516","0,6707","0,6622","0,9220"
Sul,RS,Porto Alegre,"0,7515","0,5705","0,7483","0,9358"
Centro-Oeste,MT,Colíder,"0,7515","0,7364","0,6469","0,8711"
Centro-Oeste,GO,São Luís de Montes Belos,"0,7515","0,7473","0,6943","0,8130"
Sudeste,SP,São Pedro,"0,7514","0,7421","0,7076","0,8045"
Sul,PR,São Manoel do Paraná,"0,7513","0,8547","0,6033","0,7958"
Sudeste,SP,Itaberá,"0,7512","0,8666","0,6342","0,7528"
Sudeste,SP,Pontal,"0,7512","0,7152","0,6947","0,8436"
Sudeste,SP,Ituverava,"0,7510","0,6640","0,7912","0,7978"
Sudeste,SP,Glicério,"0,7509","0,8357","0,7260","0,6911"
Sul,RS,Nova Hartz,"0,7508","0,6920","0,6470","0,9133"
Sul,SC,Tijucas,"0,7505","0,6037","0,6612","0,9866"
Sul,RS,Nova Candelária,"0,7505","0,6428","0,6960","0,9127"
Sul,RS,Três Cachoeiras,"0,7505","0,6607","0,6983","0,8925"
Centro-Oeste,MT,Água Boa,"0,7504","0,7576","0,5779","0,9157"
Sul,RS,Sarandi,"0,7503","0,6833","0,6363","0,9313"
Sudeste,MG,Albertina,"0,7502","0,7500","0,8153","0,6854"
Sul,PR,Nova Prata do Iguaçu,"0,7502","0,7789","0,7214","0,7502"
Sul,RS,Capivari do Sul,"0,7501","0,7176","0,6468","0,8858"
Sudeste,MG,São Sebastião da Bela Vista,"0,7500","0,6782","0,6570","0,9149"
Sul,SC,Porto Belo,"0,7500","0,6527","0,6368","0,9605"
Norte,TO,Gurupi,"0,7497","0,7421","0,6874","0,8197"
Sul,RS,Pouso Novo,"0,7496","0,7873","0,7218","0,7398"
Sudeste,SP,Oriente,"0,7495","0,7659","0,8152","0,6675"
Sul,PR,Jandaia do Sul,"0,7495","0,8483","0,5011","0,8990"
Sul,RS,Tupandi,"0,7495","0,7143","0,6188","0,9153"
Sudeste,MG,Montes Claros,"0,7494","0,6768","0,7684","0,8031"
Sudeste,SP,Pitangueiras,"0,7493","0,6969","0,6945","0,8565"
Sul,RS,Cachoeirinha,"0,7491","0,5668","0,7112","0,9693"
Sudeste,MG,Paraguaçu,"0,7490","0,6682","0,7199","0,8590"
Sul,SC,Canelinha,"0,7489","0,6822","0,7310","0,8335"
Centro-Oeste,GO,Uruaçu,"0,7489","0,7733","0,6616","0,8119"
Sudeste,SP,Borebi,"0,7488","0,5907","0,8647","0,7910"
Sudeste,MG,Paracatu,"0,7487","0,6692","0,6539","0,9229"
Sudeste,SP,São Manuel,"0,7487","0,8045","0,6076","0,8339"
Centro-Oeste,GO,Goianésia,"0,7486","0,7217","0,6416","0,8825"
Sudeste,SP,Auriflama,"0,7485","0,7851","0,7194","0,7411"
Sul,PR,Paranacity,"0,7485","0,7108","0,7266","0,8082"
Sudeste,MG,Sete Lagoas,"0,7484","0,6806","0,6582","0,9065"
Sudeste,SP,Ipiguá,"0,7484","0,6795","0,7953","0,7705"
Centro-Oeste,GO,Nova Veneza,"0,7484","0,7555","0,6273","0,8623"
Sul,PR,Doutor Camargo,"0,7483","0,8689","0,7343","0,6416"
Sul,SC,Serra Alta,"0,7483","0,7071","0,7042","0,8336"
Centro-Oeste,MT,União do Sul,"0,7483","0,6755","0,7438","0,8256"
Sudeste,MG,Pedro Leopoldo,"0,7482","0,7303","0,6328","0,8814"
Sudeste,SP,Macaubal,"0,7482","0,8053","0,6815","0,7579"
Sudeste,SP,Salto,"0,7482","0,7626","0,6094","0,8726"
Sul,SC,Trombudo Central,"0,7482","0,6994","0,5996","0,9455"
Centro-Oeste,MT,Santa Rita do Trivelato,"0,7482","0,7335","0,6876","0,8235"
Sudeste,SP,Bento de Abreu,"0,7480","0,7640","0,6519","0,8280"
Sudeste,SP,Ribeirão Pires,"0,7480","0,8037","0,7015","0,7388"
Sul,SC,São João Batista,"0,7480","0,6242","0,6995","0,9202"
Nordeste,CE,São Gonçalo do Amarante,"0,7478","0,8146","0,7015","0,7274"
Sul,PR,Bandeirantes,"0,7476","0,7863","0,7194","0,7371"
Sul,SC,Taió,"0,7476","0,6863","0,6071","0,9494"
Sudeste,SP,Fernão,"0,7475","0,8656","0,6605","0,7163"
