Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda
Nordeste,BA,Gandu,"0,5013","0,5075","0,5448","0,4516"
Nordeste,BA,Gongogi,"0,5012","0,4639","0,5304","0,5092"
Nordeste,BA,Antônio Gonçalves,"0,5011","0,5295","0,6511","0,3227"
Nordeste,RN,Lagoa d'Anta,"0,5010","0,5360","0,6880","0,2790"
Nordeste,BA,Guajeru,"0,5009","0,3723","0,7670","0,3635"
Nordeste,PI,Aroazes,"0,5008","0,6947","0,4642","0,3436"
Nordeste,RN,Felipe Guerra,"0,5008","0,5932","0,6228","0,2865"
Nordeste,PE,São Vicente Férrer,"0,5008","0,5612","0,5364","0,4048"
Nordeste,BA,Santa Terezinha,"0,5008","0,6317","0,5087","0,3620"
Sudeste,MG,Sericita,"0,5008","0,5867","0,5226","0,3932"
Sudeste,RJ,São João de Meriti,"0,5008","0,4580","0,4605","0,5838"
Nordeste,MA,Governador Edison Lobão,"0,5006","0,4580","0,4252","0,6185"
Norte,RO,Candeias do Jamari,"0,5005","0,4189","0,5077","0,5750"
Nordeste,PB,Natuba,"0,5005","0,6810","0,5366","0,2839"
Nordeste,MA,Colinas,"0,5003","0,6722","0,3468","0,4820"
Nordeste,BA,Planalto,"0,5003","0,4691","0,5995","0,4324"
Norte,PA,Tomé-Açu,"0,5001","0,5237","0,3615","0,6150"
Nordeste,PI,Francisco Santos,"0,5001","0,6589","0,5806","0,2608"
Nordeste,BA,Ruy Barbosa,"0,4999","0,4227","0,5814","0,4955"
Nordeste,PI,Isaías Coelho,"0,4998","0,5282","0,6849","0,2862"
Nordeste,PI,São Pedro do Piauí,"0,4998","0,6238","0,5485","0,3271"
Nordeste,RN,São Miguel,"0,4998","0,5093","0,6279","0,3623"
Norte,PA,Itaituba,"0,4997","0,4648","0,3567","0,6775"
Nordeste,BA,Adustina,"0,4997","0,4945","0,7073","0,2972"
Sudeste,MG,Crisólita,"0,4996","0,5783","0,5204","0,4000"
Sul,RS,General Câmara,"0,4996","0,5016","0,5087","0,4886"
Nordeste,PI,Madeiro,"0,4994","0,6891","0,4956","0,3134"
Nordeste,AL,Traipu,"0,4994","0,6400","0,5612","0,2969"
Sudeste,MG,Orizânia,"0,4993","0,5538","0,6220","0,3220"
Nordeste,CE,Santana do Cariri,"0,4992","0,6457","0,5739","0,2780"
Nordeste,SE,Santana do São Francisco,"0,4992","0,6070","0,5220","0,3687"
Nordeste,BA,Macaúbas,"0,4992","0,5675","0,5601","0,3701"
Norte,RO,Alto Paraíso,"0,4991","0,4913","0,4849","0,5212"
Nordeste,RN,Vera Cruz,"0,4991","0,5229","0,6007","0,3738"
Nordeste,BA,Itaparica,"0,4991","0,5541","0,5034","0,4397"
Sudeste,MG,Santa Rita de Ibitipoca,"0,4991","0,4800","0,4563","0,5609"
Nordeste,SE,Itabaianinha,"0,4989","0,6138","0,4952","0,3876"
Sudeste,MG,Pocrane,"0,4988","0,6560","0,4551","0,3854"
Centro-Oeste,GO,Padre Bernardo,"0,4986","0,5017","0,4455","0,5486"
Nordeste,RN,Canguaretama,"0,4985","0,4900","0,5864","0,4191"
Nordeste,PB,Pilõezinhos,"0,4985","0,5122","0,7322","0,2512"
Nordeste,PB,Pilões,"0,4983","0,5786","0,6090","0,3074"
Nordeste,PB,Soledade,"0,4981","0,5598","0,5068","0,4278"
Nordeste,MA,Godofredo Viana,"0,4980","0,4674","0,4767","0,5499"
Sudeste,RJ,Queimados,"0,4979","0,4106","0,5146","0,5684"
Nordeste,PB,Manaíra,"0,4978","0,5331","0,6637","0,2965"
Nordeste,BA,Abaré,"0,4978","0,5509","0,5909","0,3517"
Nordeste,BA,Sebastião Laranjeiras,"0,4978","0,4742","0,6532","0,3659"
Nordeste,CE,Parambu,"0,4977","0,7236","0,4989","0,2705"
Norte,PA,Bonito,"0,4975","0,4822","0,5304","0,4799"
Norte,TO,Rio Sono,"0,4975","0,4669","0,6108","0,4148"
Nordeste,BA,Coronel João Sá,"0,4975","0,5396","0,5339","0,4191"
Nordeste,BA,Umburanas,"0,4974","0,4089","0,6770","0,4063"
Nordeste,SE,Siriri,"0,4973","0,5983","0,4873","0,4063"
Sul,RS,Benjamin Constant do Sul,"0,4972","0,4657","0,5675","0,4585"
Nordeste,BA,Jacaraci,"0,4971","0,6929","0,4919","0,3065"
Nordeste,PB,Areial,"0,4970","0,6611","0,4901","0,3399"
Norte,TO,Itaguatins,"0,4969","0,6125","0,5088","0,3693"
Nordeste,PB,São José de Princesa,"0,4969","0,5393","0,6653","0,2861"
Nordeste,PE,Canhotinho,"0,4969","0,5635","0,5396","0,3875"
Sudeste,MG,Cachoeira de Pajeú,"0,4969","0,5273","0,6236","0,3398"
Sudeste,MG,Santa Maria do Suaçuí,"0,4968","0,6521","0,3898","0,4484"
Nordeste,AL,Joaquim Gomes,"0,4967","0,5992","0,5423","0,3485"
Sudeste,MG,Itumirim,"0,4966","0,4957","0,5668","0,4272"
Nordeste,PI,Dom Inocêncio,"0,4965","0,5728","0,5636","0,3532"
Nordeste,PB,Teixeira,"0,4963","0,5875","0,4829","0,4185"
Sudeste,RJ,Nova Iguaçu,"0,4963","0,4143","0,5276","0,5470"
Norte,RO,Campo Novo de Rondônia,"0,4962","0,4434","0,5025","0,5428"
Sudeste,MG,Novo Cruzeiro,"0,4961","0,5906","0,4926","0,4051"
Nordeste,PB,Uiraúna,"0,4959","0,6100","0,5097","0,3679"
Nordeste,BA,Crisópolis,"0,4959","0,6181","0,5737","0,2959"
Nordeste,BA,Nova Canaã,"0,4959","0,4891","0,5795","0,4192"
Nordeste,BA,Mairi,"0,4958","0,5246","0,6246","0,3381"
Nordeste,BA,Laje,"0,4956","0,6073","0,5414","0,3380"
Sudeste,MG,Aracitaba,"0,4956","0,4663","0,5972","0,4233"
Nordeste,BA,Paripiranga,"0,4955","0,5506","0,5628","0,3731"
Nordeste,PE,Cachoeirinha,"0,4954","0,6084","0,5567","0,3210"
Nordeste,BA,Euclides da Cunha,"0,4954","0,4806","0,6110","0,3946"
Nordeste,BA,Riacho de Santana,"0,4953","0,5619","0,5823","0,3416"
Centro-Oeste,GO,Heitoraí,"0,4952","0,6948","0,3528","0,4381"
Nordeste,PB,Bayeux,"0,4951","0,4517","0,5217","0,5119"
Nordeste,PE,Itaquitinga,"0,4950","0,5302","0,6147","0,3400"
Nordeste,BA,Entre Rios,"0,4949","0,4051","0,6071","0,4725"
Nordeste,PE,Terezinha,"0,4946","0,6091","0,5887","0,2861"
Norte,TO,Palmeiras do Tocantins,"0,4945","0,5202","0,5804","0,3828"
Nordeste,PI,Pedro II,"0,4945","0,6274","0,4578","0,3983"
Nordeste,AL,Estrela de Alagoas,"0,4945","0,6764","0,6021","0,2050"
Nordeste,PB,Santa Inês,"0,4943","0,5652","0,6385","0,2791"
Nordeste,PB,Tenório,"0,4943","0,5413","0,5377","0,4038"
Nordeste,PE,Jataúba,"0,4943","0,6669","0,4323","0,3837"
Centro-Oeste,GO,Flores de Goiás,"0,4943","0,4870","0,5849","0,4111"
Nordeste,MA,Trizidela do Vale,"0,4941","0,7098","0,3892","0,3832"
Nordeste,PB,Bonito de Santa Fé,"0,4941","0,5472","0,6653","0,2698"
Nordeste,BA,Banzaê,"0,4940","0,5546","0,5897","0,3377"
Nordeste,BA,Uibaí,"0,4939","0,4399","0,6724","0,3693"
Nordeste,PE,Chã Grande,"0,4938","0,4537","0,6174","0,4103"
Nordeste,PI,São João da Varjota,"0,4937","0,6168","0,6430","0,2213"
Nordeste,PB,Jericó,"0,4937","0,6154","0,5672","0,2985"
Nordeste,PE,Joaquim Nabuco,"0,4937","0,4408","0,6527","0,3877"
Nordeste,PB,Alagoa Grande,"0,4936","0,4240","0,6527","0,4041"
Nordeste,BA,Wanderley,"0,4936","0,5752","0,5329","0,3728"
Nordeste,SE,Riachuelo,"0,4935","0,5728","0,3444","0,5632"
Nordeste,PE,Mirandiba,"0,4933","0,6450","0,5793","0,2557"
Nordeste,PB,Caraúbas,"0,4932","0,5906","0,6022","0,2869"
Nordeste,BA,Ubatã,"0,4931","0,5200","0,5269","0,4325"
Nordeste,CE,Ibaretama,"0,4929","0,6438","0,5039","0,3311"
Nordeste,BA,Itamaraju,"0,4928","0,5132","0,4604","0,5047"
Nordeste,PI,Monsenhor Gil,"0,4927","0,5256","0,5897","0,3629"
Nordeste,RN,Frutuoso Gomes,"0,4927","0,5904","0,6546","0,2330"
Nordeste,PI,Inhuma,"0,4926","0,6455","0,5184","0,3140"
Nordeste,CE,Paramoti,"0,4926","0,6189","0,5687","0,2903"
Nordeste,PB,Monte Horebe,"0,4926","0,5400","0,6730","0,2647"
Nordeste,MA,São João do Paraíso,"0,4925","0,5168","0,6012","0,3596"
Nordeste,PI,Alvorada do Gurguéia,"0,4923","0,6183","0,5458","0,3127"
Nordeste,BA,Várzea Nova,"0,4923","0,4865","0,6559","0,3344"
Sudeste,MG,Machacalis,"0,4923","0,5849","0,5412","0,3508"
Norte,AM,Humaitá,"0,4920","0,4934","0,5744","0,4083"
Norte,RR,Rorainópolis,"0,4920","0,4280","0,5421","0,5058"
Sudeste,MG,Caputira,"0,4920","0,5490","0,5778","0,3492"
Nordeste,PE,Capoeiras,"0,4917","0,6122","0,5740","0,2888"
Nordeste,BA,Elísio Medrado,"0,4917","0,7042","0,4550","0,3158"
Sudeste,MG,Esmeraldas,"0,4916","0,4976","0,4268","0,5503"
Norte,TO,Lagoa do Tocantins,"0,4915","0,5288","0,4815","0,4642"
Sudeste,MG,Peçanha,"0,4915","0,5574","0,4862","0,4310"
Nordeste,PE,Exu,"0,4914","0,5536","0,6352","0,2853"
Nordeste,BA,Ituaçu,"0,4913","0,5729","0,5583","0,3426"
Nordeste,PB,Caldas Brandão,"0,4911","0,5388","0,5431","0,3915"
Nordeste,PI,Santana do Piauí,"0,4907","0,6310","0,5509","0,2902"
Nordeste,PB,Serraria,"0,4906","0,4708","0,7102","0,2908"
Nordeste,BA,Miguel Calmon,"0,4906","0,5144","0,5716","0,3857"
Nordeste,RN,Riacho de Santana,"0,4904","0,4662","0,7240","0,2810"
Nordeste,RN,João Dias,"0,4903","0,4242","0,6809","0,3658"
Nordeste,BA,Varzedo,"0,4903","0,5076","0,5439","0,4195"
Sul,RS,Pedro Osório,"0,4903","0,4860","0,4050","0,5798"
Nordeste,PI,Colônia do Gurguéia,"0,4902","0,6074","0,5765","0,2866"
Norte,TO,Combinado,"0,4900","0,6233","0,4911","0,3557"
Nordeste,MA,Vila Nova dos Martírios,"0,4900","0,5972","0,4412","0,4315"
Nordeste,BA,Ipirá,"0,4899","0,3795","0,6082","0,4821"
Norte,TO,Arraias,"0,4897","0,5574","0,4663","0,4455"
Nordeste,BA,Maragogipe,"0,4897","0,5229","0,6347","0,3115"
Norte,PA,Vitória do Xingu,"0,4896","0,5562","0,4570","0,4556"
Nordeste,PI,Morro Cabeça no Tempo,"0,4896","0,6095","0,5414","0,3179"
Sul,RS,Barão do Triunfo,"0,4896","0,4258","0,6217","0,4213"
Nordeste,PI,Lagoa Alegre,"0,4895","0,6073","0,6268","0,2344"
Nordeste,BA,Caém,"0,4895","0,6181","0,5367","0,3136"
Nordeste,CE,Tururu,"0,4894","0,6657","0,4951","0,3073"
Nordeste,PE,Bom Conselho,"0,4893","0,5538","0,5390","0,3751"
Norte,TO,Riachinho,"0,4892","0,4858","0,6327","0,3490"
Nordeste,BA,Nova Ibiá,"0,4892","0,5296","0,5805","0,3574"
Norte,PA,Magalhães Barata,"0,4891","0,6381","0,6060","0,2232"
Nordeste,PI,Dom Expedito Lopes,"0,4891","0,6705","0,4620","0,3348"
Nordeste,PB,Alagoa Nova,"0,4890","0,4937","0,6079","0,3654"
Nordeste,BA,Canudos,"0,4890","0,5192","0,6488","0,2991"
Sudeste,MG,Jacinto,"0,4890","0,5301","0,5396","0,3974"
Nordeste,BA,Ituberá,"0,4889","0,4919","0,5197","0,4550"
Nordeste,PI,Conceição do Canindé,"0,4888","0,5853","0,6520","0,2291"
Sudeste,MG,Ponto dos Volantes,"0,4888","0,5847","0,5296","0,3522"
Norte,TO,Taipas do Tocantins,"0,4886","0,4981","0,5038","0,4638"
Nordeste,RN,Paraná,"0,4886","0,5308","0,7012","0,2338"
Nordeste,BA,Morro do Chapéu,"0,4886","0,5486","0,5126","0,4045"
Nordeste,AL,Tanque d'Arca,"0,4885","0,7557","0,4573","0,2524"
Sul,RS,Gramado Xavier,"0,4885","0,5120","0,4580","0,4954"
Norte,RR,São Luiz,"0,4884","0,5091","0,6187","0,3375"
Norte,TO,Barra do Ouro,"0,4880","0,5129","0,5798","0,3712"
Nordeste,CE,Lavras da Mangabeira,"0,4880","0,6261","0,5035","0,3345"
Nordeste,PB,Nazarezinho,"0,4880","0,5410","0,6394","0,2835"
Nordeste,PE,São Caitano,"0,4880","0,5128","0,5315","0,4198"
Nordeste,BA,Planaltino,"0,4879","0,7026","0,4715","0,2895"
Sul,RS,Cidreira,"0,4879","0,4688","0,3836","0,6112"
Centro-Oeste,MS,Juti,"0,4879","0,5718","0,2857","0,6062"
Norte,RO,Costa Marques,"0,4878","0,5033","0,5282","0,4320"
Nordeste,PE,Vertentes,"0,4877","0,5047","0,6377","0,3206"
Nordeste,BA,Boa Nova,"0,4877","0,5846","0,5096","0,3690"
Nordeste,SE,Nossa Senhora de Lourdes,"0,4876","0,5838","0,5716","0,3073"
Nordeste,BA,Ourolândia,"0,4876","0,4375","0,6000","0,4252"
Sul,RS,Amaral Ferrador,"0,4876","0,4526","0,5939","0,4162"
Nordeste,SE,Malhador,"0,4874","0,6135","0,5164","0,3324"
Nordeste,AL,Mata Grande,"0,4872","0,6931","0,5150","0,2536"
Nordeste,PB,São José do Bonfim,"0,4871","0,5576","0,6630","0,2406"
Centro-Oeste,GO,Formoso,"0,4871","0,6207","0,3816","0,4590"
Nordeste,CE,Ipaumirim,"0,4869","0,6386","0,4882","0,3338"
Sudeste,MG,Simonésia,"0,4868","0,5203","0,5668","0,3733"
Nordeste,PI,Campo Alegre do Fidalgo,"0,4866","0,4946","0,6103","0,3550"
Nordeste,BA,Rio do Antônio,"0,4864","0,6237","0,5270","0,3086"
Norte,RO,Mirante da Serra,"0,4863","0,5329","0,3491","0,5769"
Sul,PR,Guaraqueçaba,"0,4863","0,4740","0,6381","0,3468"
Nordeste,BA,Oliveira dos Brejinhos,"0,4862","0,5421","0,5552","0,3614"
Nordeste,PB,Baía da Traição,"0,4861","0,5846","0,5021","0,3715"
Nordeste,BA,Conceição do Coité,"0,4861","0,4400","0,5871","0,4312"
Norte,PA,Mãe do Rio,"0,4860","0,5663","0,4524","0,4393"
Nordeste,RN,São Gonçalo do Amarante,"0,4859","0,4339","0,4667","0,5570"
Nordeste,MA,Buriti Bravo,"0,4858","0,6114","0,3936","0,4523"
Nordeste,PB,Caturité,"0,4858","0,5273","0,5914","0,3386"
Nordeste,PB,Olho d'Água,"0,4858","0,6441","0,5588","0,2546"
Nordeste,BA,Riachão das Neves,"0,4858","0,3403","0,5428","0,5743"
Nordeste,PE,Altinho,"0,4857","0,5340","0,6036","0,3194"
Nordeste,BA,Camacan,"0,4857","0,4353","0,4711","0,5508"
Nordeste,BA,Várzea da Roça,"0,4856","0,6001","0,5449","0,3117"
Nordeste,BA,Pindobaçu,"0,4855","0,5791","0,5373","0,3402"
Nordeste,BA,Acajutiba,"0,4854","0,5402","0,5630","0,3530"
Sudeste,MG,Itambé do Mato Dentro,"0,4852","0,4844","0,5440","0,4271"
Norte,PA,Rondon do Pará,"0,4850","0,4581","0,5220","0,4750"
Nordeste,BA,Conceição do Almeida,"0,4850","0,4766","0,5140","0,4645"
Sudeste,MG,Pavão,"0,4848","0,5632","0,4679","0,4233"
Sudeste,MG,Durandé,"0,4847","0,5373","0,5458","0,3710"
Nordeste,BA,Jaguaquara,"0,4846","0,4455","0,5684","0,4400"
Nordeste,BA,São Felipe,"0,4845","0,5904","0,5240","0,3391"
Nordeste,BA,Jaguaripe,"0,4844","0,5221","0,6044","0,3266"
Norte,PA,Igarapé-Açu,"0,4842","0,5161","0,5540","0,3824"
Nordeste,PB,Piancó,"0,4839","0,4473","0,6116","0,3929"
Nordeste,PE,Cedro,"0,4839","0,5708","0,5991","0,2817"
Nordeste,SE,Pirambu,"0,4838","0,5670","0,4495","0,4348"
Nordeste,PI,Monte Alegre do Piauí,"0,4837","0,4433","0,5520","0,4559"
Sudeste,MG,Rio Preto,"0,4837","0,3785","0,5744","0,4983"
Nordeste,RN,Taboleiro Grande,"0,4836","0,6252","0,5051","0,3206"
Nordeste,PB,Cacimba de Dentro,"0,4836","0,5114","0,6475","0,2920"
Nordeste,PE,Chã de Alegria,"0,4834","0,5209","0,6048","0,3245"
Nordeste,AL,Girau do Ponciano,"0,4834","0,5606","0,6321","0,2574"
Norte,TO,Nazaré,"0,4833","0,6018","0,5216","0,3264"
Sudeste,MG,São José do Jacuri,"0,4833","0,5500","0,5243","0,3756"
Nordeste,PI,José de Freitas,"0,4832","0,5201","0,5616","0,3680"
Nordeste,PI,São Gonçalo do Gurguéia,"0,4832","0,4013","0,5842","0,4640"
Nordeste,RN,Encanto,"0,4832","0,5503","0,5754","0,3239"
Nordeste,MA,Amapá do Maranhão,"0,4831","0,5764","0,5797","0,2933"
Nordeste,PI,Cocal,"0,4831","0,6274","0,5018","0,3200"
Nordeste,BA,Itagimirim,"0,4831","0,3970","0,5377","0,5145"
Nordeste,RN,Montanhas,"0,4830","0,4812","0,6522","0,3157"
Nordeste,PI,Novo Oriente do Piauí,"0,4827","0,5172","0,6228","0,3080"
Nordeste,BA,Aporá,"0,4827","0,4503","0,6920","0,3059"
Nordeste,PI,Campo Grande do Piauí,"0,4826","0,7842","0,4009","0,2627"
Nordeste,RN,Afonso Bezerra,"0,4826","0,4570","0,5667","0,4242"
Nordeste,SE,Salgado,"0,4826","0,5930","0,4950","0,3599"
Nordeste,BA,Pé de Serra,"0,4826","0,5422","0,5589","0,3466"
Sudeste,MG,Comercinho,"0,4826","0,6519","0,4745","0,3214"
Norte,PA,Peixe-Boi,"0,4825","0,6068","0,5297","0,3110"
Nordeste,MA,São Bento,"0,4825","0,5826","0,4872","0,3776"
Nordeste,RN,Pilões,"0,4825","0,4717","0,6909","0,2849"
Nordeste,BA,Gavião,"0,4825","0,6023","0,5590","0,2863"
Nordeste,AL,Olho d'Água Grande,"0,4822","0,5793","0,6544","0,2128"
Nordeste,BA,Teolândia,"0,4822","0,5825","0,5349","0,3293"
Nordeste,PI,Cristalândia do Piauí,"0,4821","0,4911","0,6702","0,2849"
Sudeste,MG,Alagoa,"0,4821","0,5206","0,3725","0,5532"
Nordeste,PI,Campinas do Piauí,"0,4820","0,6543","0,5641","0,2275"
Nordeste,PB,Conceição,"0,4820","0,5287","0,5877","0,3296"
Nordeste,PB,Cruz do Espírito Santo,"0,4820","0,4479","0,5764","0,4216"
Nordeste,BA,Santo Amaro,"0,4819","0,5029","0,4767","0,4660"
Sudeste,MG,Congonhas do Norte,"0,4819","0,5216","0,5091","0,4151"
Nordeste,MA,Bernardo do Mearim,"0,4817","0,4662","0,6014","0,3776"
Nordeste,AL,Jaramataia,"0,4817","0,6141","0,5566","0,2743"
Nordeste,BA,Vera Cruz,"0,4817","0,5300","0,4790","0,4362"
Nordeste,RN,Patu,"0,4816","0,4888","0,6042","0,3518"
Nordeste,PE,Verdejante,"0,4816","0,6121","0,4081","0,4246"
Nordeste,PB,Juazeirinho,"0,4814","0,5421","0,4876","0,4145"
Nordeste,PB,Solânea,"0,4814","0,4658","0,5610","0,4173"
Nordeste,BA,Pindaí,"0,4814","0,6040","0,5492","0,2911"
Nordeste,PI,Canto do Buriti,"0,4812","0,6139","0,3700","0,4597"
Nordeste,SE,Muribeca,"0,4812","0,5688","0,4434","0,4314"
Nordeste,BA,Rio Real,"0,4811","0,5472","0,4794","0,4167"
Nordeste,PI,Cocal dos Alves,"0,4808","0,7402","0,5024","0,1999"
Nordeste,PB,São José de Caiana,"0,4808","0,6588","0,5275","0,2560"
Nordeste,BA,Igaporã,"0,4807","0,4679","0,6104","0,3638"
Norte,RO,Nova União,"0,4806","0,4440","0,5448","0,4530"
Nordeste,MA,Zé Doca,"0,4806","0,6383","0,4473","0,3562"
Sudeste,RJ,São Gonçalo,"0,4805","0,4312","0,4454","0,5649"
Nordeste,PE,São Joaquim do Monte,"0,4803","0,5410","0,5421","0,3577"
Nordeste,PB,Santa Rita,"0,4802","0,3900","0,4811","0,5696"
Nordeste,PI,Eliseu Martins,"0,4801","0,5260","0,5814","0,3329"
Nordeste,AL,Inhapi,"0,4801","0,6448","0,5788","0,2166"
Nordeste,BA,Bonito,"0,4801","0,5747","0,5297","0,3360"
Nordeste,PB,São Vicente do Seridó,"0,4798","0,6093","0,5563","0,2739"
Nordeste,AL,Feira Grande,"0,4797","0,4940","0,6724","0,2727"
Nordeste,PI,Betânia do Piauí,"0,4795","0,5874","0,5428","0,3084"
Nordeste,BA,Araçás,"0,4795","0,5176","0,5303","0,3907"
Nordeste,RN,Caiçara do Norte,"0,4794","0,3584","0,6555","0,4242"
Nordeste,PE,Angelim,"0,4789","0,4861","0,6132","0,3375"
Norte,TO,Taguatinga,"0,4788","0,5156","0,4707","0,4501"
Nordeste,MA,Bacurituba,"0,4788","0,5962","0,5636","0,2767"
Nordeste,RN,Almino Afonso,"0,4786","0,5479","0,5865","0,3015"
Nordeste,PB,Cacimba de Areia,"0,4786","0,5392","0,6101","0,2865"
Nordeste,PI,Ribeira do Piauí,"0,4785","0,5916","0,4666","0,3773"
Nordeste,RN,Tangará,"0,4785","0,5390","0,5124","0,3842"
Nordeste,BA,Bom Jesus da Serra,"0,4785","0,4194","0,7449","0,2712"
Nordeste,PI,Nazaré do Piauí,"0,4784","0,5269","0,5093","0,3990"
Centro-Oeste,GO,Santo Antônio do Descoberto,"0,4784","0,4845","0,4499","0,5007"
Nordeste,AL,Piaçabuçu,"0,4783","0,5860","0,5376","0,3112"
Nordeste,BA,Aurelino Leal,"0,4781","0,5356","0,4559","0,4428"
Nordeste,PB,Araçagi,"0,4779","0,5193","0,6169","0,2975"
Nordeste,BA,Jandaíra,"0,4779","0,4562","0,6110","0,3666"
Norte,PA,Piçarra,"0,4778","0,5393","0,4362","0,4580"
Nordeste,BA,Iraquara,"0,4778","0,6544","0,4028","0,3762"
Nordeste,RN,Francisco Dantas,"0,4777","0,3947","0,7065","0,3319"
Nordeste,AL,Cajueiro,"0,4775","0,5750","0,4501","0,4074"
Nordeste,SE,Monte Alegre de Sergipe,"0,4775","0,4831","0,5674","0,3819"
Norte,TO,Pindorama do Tocantins,"0,4774","0,5703","0,5520","0,3099"
Nordeste,MA,Lima Campos,"0,4774","0,7172","0,4020","0,3130"
Nordeste,MA,Gonçalves Dias,"0,4773","0,5827","0,5587","0,2906"
Nordeste,MA,Itapecuru Mirim,"0,4772","0,5384","0,4385","0,4548"
Nordeste,RN,Ceará-Mirim,"0,4772","0,4089","0,5845","0,4381"
Nordeste,PB,Barra de Santa Rosa,"0,4772","0,5914","0,5625","0,2776"
Nordeste,PE,Iguaracy,"0,4772","0,6600","0,5401","0,2316"
Nordeste,BA,Itiúba,"0,4772","0,5214","0,5749","0,3352"
Nordeste,BA,Jeremoabo,"0,4772","0,4824","0,5955","0,3536"
Nordeste,RN,Lagoa de Pedras,"0,4771","0,4527","0,6840","0,2946"
Nordeste,MA,Altamira do Maranhão,"0,4768","0,4847","0,6495","0,2962"
Nordeste,PI,Alto Longá,"0,4768","0,6893","0,4302","0,3110"
Nordeste,PI,Pau D'Arco do Piauí,"0,4768","0,5069","0,5877","0,3359"
Nordeste,BA,Olindina,"0,4768","0,5172","0,5194","0,3937"
Centro-Oeste,GO,Guarinos,"0,4768","0,4664","0,5394","0,4245"
Nordeste,PI,Rio Grande do Piauí,"0,4763","0,6243","0,5343","0,2703"
Norte,TO,Sampaio,"0,4762","0,5971","0,5300","0,3015"
Nordeste,MA,Fortaleza dos Nogueiras,"0,4762","0,6096","0,3511","0,4680"
Nordeste,PE,Santa Maria do Cambucá,"0,4761","0,4869","0,6395","0,3018"
Nordeste,BA,Maiquinique,"0,4761","0,4509","0,5318","0,4455"
Sudeste,MG,Divinolândia de Minas,"0,4761","0,4949","0,5256","0,4077"
Nordeste,PE,Santa Cruz,"0,4760","0,6028","0,4657","0,3595"
Nordeste,SE,Itabi,"0,4760","0,5885","0,4802","0,3594"
Nordeste,MA,São Mateus do Maranhão,"0,4759","0,5552","0,4702","0,4023"
Sudeste,MG,Amparo do Serra,"0,4759","0,5423","0,4666","0,4189"
Nordeste,PB,Salgadinho,"0,4758","0,5142","0,5653","0,3479"
Nordeste,SE,Moita Bonita,"0,4758","0,6250","0,4692","0,3332"
Nordeste,BA,Campo Formoso,"0,4758","0,4402","0,5921","0,3952"
Nordeste,AL,Maravilha,"0,4757","0,7098","0,4888","0,2284"
Nordeste,SE,Pedra Mole,"0,4756","0,4518","0,6736","0,3015"
Nordeste,BA,Ilhéus,"0,4756","0,3783","0,4169","0,6317"
Norte,PA,Inhangapi,"0,4754","0,4222","0,6050","0,3989"
Nordeste,SE,Pinhão,"0,4754","0,5373","0,5291","0,3599"
Sudeste,MG,Santa Bárbara do Tugúrio,"0,4754","0,4953","0,4845","0,4465"
Sudeste,MG,Umburatiba,"0,4753","0,4458","0,5666","0,4134"
Nordeste,PI,Hugo Napoleão,"0,4752","0,7067","0,4509","0,2680"
Nordeste,BA,Caravelas,"0,4752","0,3939","0,5696","0,4622"
Nordeste,RN,Coronel João Pessoa,"0,4751","0,4295","0,7282","0,2677"
Nordeste,MA,Graça Aranha,"0,4749","0,5422","0,6830","0,1995"
Nordeste,MA,Nova Iorque,"0,4749","0,4209","0,6288","0,3750"
Nordeste,PI,Acauã,"0,4747","0,6501","0,5081","0,2660"
Nordeste,PI,Amarante,"0,4746","0,6681","0,4169","0,3387"
Sudeste,MG,Jordânia,"0,4744","0,6387","0,3928","0,3918"
Nordeste,RN,Santana do Matos,"0,4743","0,4724","0,6302","0,3204"
Nordeste,SE,Carira,"0,4743","0,4822","0,5339","0,4069"
Nordeste,RN,Ielmo Marinho,"0,4741","0,3440","0,7290","0,3494"
Nordeste,MA,Axixá,"0,4740","0,6924","0,4087","0,3208"
Sudeste,MG,Itaverava,"0,4740","0,4898","0,4688","0,4634"
Sudeste,MG,Dom Cavati,"0,4739","0,4979","0,4056","0,5181"
Nordeste,BA,Coração de Maria,"0,4738","0,4953","0,5079","0,4182"
Norte,PA,São Miguel do Guamá,"0,4737","0,4644","0,4776","0,4792"
Nordeste,PB,Baraúna,"0,4736","0,6806","0,4266","0,3135"
Nordeste,MA,Senador La Rocque,"0,4735","0,5135","0,5910","0,3160"
Nordeste,PI,Pio IX,"0,4734","0,6450","0,5151","0,2601"
Nordeste,PE,Sertânia,"0,4734","0,5743","0,5066","0,3392"
Norte,AM,Rio Preto da Eva,"0,4729","0,4173","0,5122","0,4891"
Norte,TO,Esperantina,"0,4728","0,4949","0,6639","0,2596"
Nordeste,PI,Lagoinha do Piauí,"0,4728","0,5875","0,5564","0,2744"
Nordeste,RN,Japi,"0,4727","0,4537","0,7010","0,2634"
Nordeste,PB,Igaracy,"0,4727","0,6459","0,4968","0,2754"
Nordeste,PI,São Francisco do Piauí,"0,4725","0,7125","0,4245","0,2805"
Nordeste,BA,Coaraci,"0,4724","0,4887","0,5338","0,3946"
Sudeste,MG,Catuji,"0,4724","0,4559","0,5151","0,4461"
Nordeste,PB,Imaculada,"0,4722","0,5282","0,6382","0,2501"
Nordeste,PB,Fagundes,"0,4721","0,5120","0,6016","0,3026"
Nordeste,PE,Brejo da Madre de Deus,"0,4721","0,5774","0,4521","0,3867"
