Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda,codigo_ibge
Sudeste,SP,Bariri,"0,7875","0,8104","0,6595","0,8926",3505203
Sudeste,SP,Quintana,"0,7874","0,7805","0,7215","0,8603",3542008
Sudeste,MG,Muriaé,"0,7872","0,7948","0,7840","0,7828",3143906
Sul,PR,Imbituva,"0,7872","0,7168","0,7391","0,9057",4110102
Sudeste,SP,Nova Castilho,"0,7870","0,8318","0,6963","0,8329",3532868
Sul,RS,Estação,"0,7870","0,7134","0,7354","0,9121",4307559
Sul,SC,Xanxerê,"0,7869","0,6412","0,7512","0,9684",4219507
Centro-Oeste,GO,Goiânia,"0,7865","0,7431","0,6727","0,9438",5208707
Sudeste,SP,Santa Rita do Passa Quatro,"0,7861","0,7951","0,6287","0,9345",3547502
Sul,SC,Botuverá,"0,7861","0,6387","0,7579","0,9617",4202701
Sudeste,MG,Cláudio,"0,7858","0,7329","0,6973","0,9271",3116605
Sudeste,SP,Gália,"0,7853","0,8025","0,7688","0,7845",3516606
Sudeste,MG,Serra do Salitre,"0,7852","0,7406","0,7060","0,9090",3166808
Sudeste,SP,Planalto,"0,7850","0,7539","0,6842","0,9168",3539608
Sudeste,SP,Palestina,"0,7849","0,7600","0,7181","0,8766",3535002
Sul,SC,Salete,"0,7849","0,6702","0,7475","0,9371",4215307
Sudeste,SP,Osasco,"0,7848","0,7883","0,6775","0,8887",3534401
Sul,SC,Nova Erechim,"0,7848","0,6711","0,7933","0,8899",4211405
Sudeste,SP,Taboão da Serra,"0,7845","0,7346","0,6933","0,9255",3552809
Sudeste,SP,Bilac,"0,7843","0,8435","0,7682","0,7413",3506409
Sul,RS,Frederico Westphalen,"0,7843","0,7819","0,6220","0,9490",4308508
Sul,PR,Salgado Filho,"0,7842","0,8354","0,7695","0,7476",4122800
Sul,SC,Porto União,"0,7841","0,6764","0,8182","0,8577",4213609
Sudeste,SP,Espírito Santo do Turvo,"0,7836","0,8590","0,7313","0,7604",3515194
Sudeste,SP,Hortolândia,"0,7835","0,8046","0,6968","0,8491",3519071
Sul,PR,Irati,"0,7835","0,7611","0,7431","0,8462",4110706
Sudeste,SP,Sebastianópolis do Sul,"0,7833","0,8507","0,6871","0,8121",3551306
Sudeste,SP,Sumaré,"0,7833","0,7684","0,6626","0,9189",3552403
Sul,RS,Venâncio Aires,"0,7831","0,6969","0,7397","0,9128",4322608
Centro-Oeste,MT,Rondonópolis,"0,7831","0,7576","0,6599","0,9317",5107602
Sul,RS,Passo Fundo,"0,7830","0,6241","0,7452","0,9798",4314100
Sudeste,SP,Mirassolândia,"0,7826","0,8388","0,6773","0,8317",3530409
Sul,SC,Curitibanos,"0,7825","0,6909","0,7456","0,9110",4204806
Sudeste,MG,São Sebastião do Paraíso,"0,7824","0,7380","0,7127","0,8964",3164704
Sudeste,SP,Pedrinhas Paulista,"0,7824","0,8789","0,6134","0,8549",3537156
Sul,RS,Horizontina,"0,7824","0,8150","0,6832","0,8491",4309605
Sudeste,MG,Coronel Fabriciano,"0,7822","0,7990","0,7614","0,7862",3119401
Sul,PR,Corbélia,"0,7821","0,7583","0,7592","0,8289",4106308
Centro-Oeste,GO,Mineiros,"0,7820","0,6801","0,7180","0,9478",5213103
Sudeste,MG,Uberaba,"0,7819","0,6964","0,6903","0,9590",3170107
Sudeste,SP,Cerqueira César,"0,7819","0,8037","0,6427","0,8994",3511409
Sudeste,SP,Cândido Mota,"0,7816","0,8351","0,7115","0,7981",3510005
Sudeste,MG,Itajubá,"0,7813","0,7312","0,7661","0,8466",3132404
Sudeste,SP,Cabrália Paulista,"0,7813","0,7998","0,6852","0,8590",3508306
Sul,PR,Siqueira Campos,"0,7811","0,7774","0,6469","0,9190",4126603
Sudeste,SP,Santa Maria da Serra,"0,7810","0,7800","0,7078","0,8553",3547007
Sul,SC,Capinzal,"0,7808","0,6663","0,7195","0,9567",4203907
Sul,PR,São Mateus do Sul,"0,7806","0,7699","0,7043","0,8676",4125605
Sul,SC,Guabiruba,"0,7806","0,6931","0,7115","0,9371",4206306
Centro-Oeste,MS,Chapadão do Sul,"0,7805","0,7627","0,6448","0,9340",5002951
Sudeste,SP,Pereira Barreto,"0,7804","0,8549","0,6952","0,7910",3537404
Sul,PR,Capanema,"0,7804","0,8784","0,5276","0,9353",4104501
Sul,RS,Não-Me-Toque,"0,7801","0,7127","0,7244","0,9032",4312658
Sudeste,ES,Cachoeiro de Itapemirim,"0,7799","0,7859","0,7066","0,8472",3201209
Sul,PR,Carambeí,"0,7799","0,7060","0,6503","0,9835",4104659
Sul,SC,Içara,"0,7799","0,6538","0,7107","0,9751",4207007
Sul,SC,Campos Novos,"0,7798","0,6738","0,7216","0,9439",4203600
Sudeste,MG,Ipiaçu,"0,7796","0,7260","0,7015","0,9114",3131406
Sudeste,SP,Boracéia,"0,7794","0,8266","0,6059","0,9058",3507308
Centro-Oeste,MT,Alta Floresta,"0,7794","0,7158","0,7215","0,9009",5100250
Sudeste,SP,Dourado,"0,7790","0,8003","0,6945","0,8421",3514304
Sudeste,MG,Cambuí,"0,7789","0,7557","0,7084","0,8727",3110608
Sudeste,SP,São Simão,"0,7789","0,8149","0,6465","0,8752",3550902
Sudeste,SP,Orlândia,"0,7786","0,7740","0,6365","0,9254",3534302
Sul,PR,Guarapuava,"0,7786","0,7415","0,6404","0,9538",4109401
Sudeste,SP,Ibitinga,"0,7785","0,7716","0,6507","0,9133",3519600
Sul,RS,Glorinha,"0,7785","0,6466","0,7564","0,9325",4309050
Sudeste,SP,José Bonifácio,"0,7782","0,7890","0,6342","0,9114",3525706
Sudeste,MG,Três Pontas,"0,7781","0,7867","0,6785","0,8690",3169406
Sul,PR,Fernandes Pinheiro,"0,7780","0,8107","0,8407","0,6825",4107736
Sul,RS,Riozinho,"0,7779","0,7283","0,7175","0,8878",4315750
Sudeste,SP,Cosmorama,"0,7778","0,7674","0,7591","0,8068",3512902
Sul,RS,Salvador das Missões,"0,7776","0,7154","0,7332","0,8842",4316477
Sudeste,SP,Cotia,"0,7775","0,7451","0,6344","0,9529",3513009
Sul,SC,Treze Tílias,"0,7775","0,5951","0,8031","0,9343",4218509
Sul,RS,Três Passos,"0,7773","0,7538","0,6675","0,9106",4321907
Sudeste,SP,Inúbia Paulista,"0,7772","0,7673","0,7859","0,7783",3520806
Sul,RS,Santa Clara do Sul,"0,7772","0,6763","0,7327","0,9227",4316758
Sudeste,SP,Fartura,"0,7771","0,7540","0,7333","0,8441",3515400
Sudeste,SP,Paraguaçu Paulista,"0,7771","0,7937","0,7332","0,8043",3535507
Sudeste,SP,Guaratinguetá,"0,7770","0,7855","0,6926","0,8528",3518404
Sul,RS,Cruzeiro do Sul,"0,7770","0,6625","0,7739","0,8947",4306205
Sudeste,SP,Cajamar,"0,7769","0,7716","0,6827","0,8765",3509205
Sudeste,SP,Morro Agudo,"0,7767","0,7523","0,6936","0,8843",3531902
Sudeste,SP,Altinópolis,"0,7763","0,8129","0,6922","0,8237",3501004
Sul,RS,Panambi,"0,7759","0,7526","0,6506","0,9245",4313904
Sul,SC,Gaspar,"0,7758","0,6452","0,6977","0,9846",4205902
Sudeste,SP,Guariba,"0,7757","0,7476","0,6917","0,8879",3518602
Sudeste,SP,Rancharia,"0,7755","0,8363","0,6552","0,8351",3542206
Sudeste,SP,Ariranha,"0,7754","0,8485","0,7185","0,7591",3503703
Sudeste,MG,Itatiaiuçu,"0,7751","0,7435","0,7978","0,7839",3133709
Sudeste,SP,Ilha Solteira,"0,7751","0,8856","0,6945","0,7451",3520442
Sul,SC,Orleans,"0,7751","0,6849","0,6671","0,9734",4211702
Sudeste,MG,Itabirito,"0,7750","0,7425","0,7292","0,8532",3131901
Sudeste,SP,Paranapanema,"0,7750","0,7362","0,6493","0,9394",3535804
Sudeste,SP,Pereiras,"0,7748","0,6738","0,7284","0,9223",3537503
Sudeste,SP,Pirassununga,"0,7748","0,7951","0,6090","0,9202",3539301
Sul,SC,Itapema,"0,7748","0,7002","0,6619","0,9622",4208302
Sudeste,MG,Araguari,"0,7747","0,7320","0,7432","0,8488",3103504
Sul,PR,Marialva,"0,7745","0,7717","0,6931","0,8588",4114807
Sul,SC,São Ludgero,"0,7745","0,6911","0,6671","0,9654",4217006
Sudeste,SP,Nova Independência,"0,7744","0,7521","0,7140","0,8571",3533205
Sul,SC,Schroeder,"0,7744","0,7344","0,7092","0,8795",4217402
Sudeste,MG,Arcos,"0,7743","0,7591","0,6249","0,9388",3104205
Sudeste,SP,Caçapava,"0,7742","0,7513","0,7590","0,8123",3508504
Sudeste,SP,Sandovalina,"0,7742","0,7242","0,7006","0,8977",3545506
Sul,PR,Atalaia,"0,7742","0,7905","0,8129","0,7192",4102208
Sul,PR,Jacarezinho,"0,7742","0,7270","0,7124","0,8832",4111803
Sul,RS,Torres,"0,7742","0,6915","0,7286","0,9026",4321501
Sul,PR,Nova Esperança,"0,7741","0,8138","0,7423","0,7662",4116901
Sudeste,MG,Jacutinga,"0,7740","0,7683","0,6220","0,9316",3134905
Centro-Oeste,GO,Caldas Novas,"0,7740","0,7418","0,6868","0,8935",5204508
Sudeste,SP,Guarulhos,"0,7738","0,7412","0,6564","0,9239",3518800
Sul,SC,Urussanga,"0,7736","0,6835","0,6642","0,9731",4219002
Sudeste,SP,Colina,"0,7734","0,7233","0,6851","0,9117",3512001
Sudeste,SP,Registro,"0,7734","0,7947","0,6804","0,8450",3542602
Sul,SC,Florianópolis,"0,7733","0,6357","0,7565","0,9277",4205407
Sul,SC,Garuva,"0,7732","0,6480","0,7757","0,8960",4205803
Sul,RS,Nova Alvorada,"0,7731","0,6988","0,6913","0,9293",4312757
Sudeste,MG,Igaratinga,"0,7730","0,6613","0,7715","0,8862",3130200
Sudeste,SP,Laranjal Paulista,"0,7730","0,7114","0,6388","0,9687",3526407
Sul,PR,Balsa Nova,"0,7730","0,6840","0,7359","0,8991",4102307
Centro-Oeste,MT,Sorriso,"0,7730","0,7334","0,6726","0,9131",5107925
Sudeste,SP,Lins,"0,7729","0,7658","0,6551","0,8978",3527108
Sudeste,SP,Lucélia,"0,7729","0,8531","0,5835","0,8820",3527405
Sul,PR,Loanda,"0,7728","0,7790","0,6191","0,9202",4113502
Sul,PR,Piên,"0,7728","0,7442","0,7780","0,7961",4119103
Sul,SC,Braço do Trombudo,"0,7728","0,6967","0,7433","0,8784",4202859
Sul,PR,Arapoti,"0,7727","0,7360","0,6394","0,9426",4101606
Sudeste,SP,Florínea,"0,7726","0,8842","0,8476","0,5861",3516101
Sudeste,SP,Vargem Grande Paulista,"0,7726","0,7858","0,6025","0,9296",3556453
Sul,PR,Chopinzinho,"0,7726","0,8358","0,5888","0,8931",4105409
Sul,SC,Caçador,"0,7726","0,5967","0,7452","0,9760",4203006
Sudeste,SP,Penápolis,"0,7725","0,8193","0,6068","0,8914",3537305
Sul,RS,Vila Flores,"0,7725","0,6530","0,7442","0,9202",4323309
Sul,RS,Victor Graeff,"0,7723","0,7360","0,7754","0,8056",4323200
Sul,PR,São Jorge d'Oeste,"0,7722","0,8029","0,6270","0,8866",4125209
Sudeste,SP,Ibaté,"0,7721","0,8410","0,6408","0,8345",3519303
Sul,PR,Lapa,"0,7721","0,7812","0,6825","0,8526",4113205
Sul,PR,Mariópolis,"0,7721","0,7951","0,6820","0,8391",4115309
Centro-Oeste,GO,Catalão,"0,7720","0,6735","0,7590","0,8834",5205109
Sul,SC,Peritiba,"0,7719","0,7324","0,7029","0,8804",4212601
Sul,RS,Sapiranga,"0,7718","0,7029","0,6751","0,9375",4319901
Sudeste,ES,Anchieta,"0,7716","0,8148","0,7879","0,7120",3200409
Sudeste,SP,Poá,"0,7715","0,8150","0,6100","0,8896",3539806
Sul,SC,Cunha Porã,"0,7713","0,6366","0,7646","0,9128",4204707
Sudeste,MG,Ouro Branco,"0,7712","0,7473","0,7361","0,8303",3145901
Sul,SC,Ituporanga,"0,7711","0,6707","0,7009","0,9416",4208500
Sudeste,MG,Bom Despacho,"0,7709","0,7614","0,7090","0,8423",3107406
Sul,PR,São José dos Pinhais,"0,7709","0,6663","0,6873","0,9591",4125506
Sudeste,SP,Serra Negra,"0,7707","0,8048","0,6931","0,8142",3551603
Sudeste,MG,Ponte Nova,"0,7705","0,6817","0,7769","0,8530",3152105
Sudeste,ES,Domingos Martins,"0,7704","0,7623","0,7778","0,7711",3201902
Sudeste,SP,Itapeva,"0,7703","0,8016","0,6449","0,8645",3522406
Sul,RS,Carazinho,"0,7702","0,7005","0,7352","0,8748",4304705
Sudeste,SP,Sarapuí,"0,7701","0,7940","0,6793","0,8371",3551108
Sul,PR,Palmeira,"0,7701","0,7791","0,6245","0,9068",4117701
Sul,PR,Santo Inácio,"0,7699","0,7996","0,5725","0,9376",4124509
Sul,RS,Poço das Antas,"0,7696","0,7346","0,7408","0,8335",4314753
Sul,SC,Witmarsum,"0,7695","0,6395","0,7338","0,9352",4219408
Sudeste,SP,Bálsamo,"0,7692","0,7498","0,6856","0,8722",3504800
Sul,RS,Faxinal do Soturno,"0,7690","0,6925","0,8122","0,8024",4308003
Sudeste,SP,Taguaí,"0,7687","0,7842","0,6280","0,8940",3553005
Sudeste,SP,Jambeiro,"0,7686","0,6790","0,7289","0,8980",3524907
Centro-Oeste,MS,Dourados,"0,7683","0,6479","0,6846","0,9725",5003702
Sudeste,MG,Monte Santo de Minas,"0,7681","0,7911","0,7726","0,7407",3143203
Sudeste,SP,Quatá,"0,7681","0,8442","0,6674","0,7926",3541703
Sudeste,MG,Cristais,"0,7680","0,7114","0,7676","0,8251",3120201
Sudeste,SP,Altair,"0,7678","0,8523","0,6737","0,7775",3500907
Sul,PR,Telêmaco Borba,"0,7678","0,6898","0,6938","0,9199",4127106
Sul,RS,Aratiba,"0,7677","0,7505","0,7571","0,7954",4300901
Sudeste,MG,Vazante,"0,7674","0,7817","0,6077","0,9127",3171006
Sudeste,SP,Sertãozinho,"0,7673","0,6925","0,6591","0,9503",3551702
Sudeste,SP,Zacarias,"0,7673","0,7993","0,7135","0,7892",3557154
Sudeste,ES,Marechal Floriano,"0,7672","0,7802","0,6326","0,8888",3203346
Sul,PR,Floraí,"0,7672","0,7862","0,7687","0,7467",4107801
Sul,SC,Salto Veloso,"0,7671","0,7029","0,6310","0,9674",4215406
Centro-Oeste,MS,Costa Rica,"0,7670","0,7154","0,7090","0,8766",5003256
Sudeste,SP,Ubatuba,"0,7669","0,8097","0,6457","0,8453",3555406
Sul,PR,Assaí,"0,7669","0,8777","0,7525","0,6705",4101903
Sul,SC,Xaxim,"0,7669","0,7056","0,6226","0,9726",4219705
Sudeste,SP,Regente Feijó,"0,7668","0,8079","0,6563","0,8362",3542404
Sudeste,MG,Carmo do Cajuru,"0,7667","0,7830","0,7254","0,7917",3114204
Sul,RS,Lindolfo Collor,"0,7667","0,6773","0,6842","0,9387",4311627
Sudeste,SP,Novo Horizonte,"0,7666","0,7594","0,6829","0,8574",3533502
Sudeste,SP,Taquarituba,"0,7665","0,8446","0,6127","0,8422",3553807
Sul,PR,São Miguel do Iguaçu,"0,7665","0,7461","0,6488","0,9047",4125704
Sul,SC,Pedras Grandes,"0,7664","0,6546","0,7075","0,9372",4212403
Sul,RS,São Marcos,"0,7664","0,6768","0,6448","0,9777",4319000
Sudeste,SP,Monte Azul Paulista,"0,7663","0,7916","0,6106","0,8967",3531506
Sul,PR,Astorga,"0,7663","0,8129","0,6943","0,7916",4102109
Sudeste,SP,Itajobi,"0,7662","0,8310","0,6218","0,8458",3521903
Centro-Oeste,MS,São Gabriel do Oeste,"0,7662","0,7023","0,6513","0,9451",5007695
Sul,RS,Rolante,"0,7658","0,7312","0,6417","0,9245",4316006
Sudeste,SP,Dirce Reis,"0,7657","0,8140","0,7613","0,7219",3513850
Sul,SC,Grão Pará,"0,7657","0,7021","0,6692","0,9259",4206108
Sudeste,MG,Viçosa,"0,7656","0,7619","0,7463","0,7886",3171303
Sul,PR,Joaquim Távora,"0,7654","0,7459","0,5867","0,9636",4112801
Sul,PR,Céu Azul,"0,7652","0,7217","0,6973","0,8765",4105300
Sul,RS,Antônio Prado,"0,7650","0,6821","0,6790","0,9339",4300802
Sudeste,SP,Nova Europa,"0,7649","0,7531","0,7380","0,8035",3532900
Sudeste,SP,Tanabi,"0,7648","0,8583","0,6317","0,8043",3553401
Sudeste,MG,Betim,"0,7647","0,6648","0,7594","0,8698",3106705
Sudeste,SP,Queiroz,"0,7647","0,8419","0,6741","0,7780",3541802
Sudeste,SP,Vista Alegre do Alto,"0,7644","0,7556","0,5994","0,9382",3556909
Sul,SC,Catanduvas,"0,7643","0,6754","0,6439","0,9736",4204004
Sul,RS,Canela,"0,7643","0,6921","0,7383","0,8626",4304408
Sudeste,SP,Garça,"0,7642","0,7922","0,6100","0,8904",3516705
Sul,RS,São José do Ouro,"0,7642","0,7336","0,7711","0,7878",4318606
Sudeste,SP,Arealva,"0,7641","0,7158","0,8409","0,7355",3503406
Sudeste,SP,Luís Antônio,"0,7641","0,6872","0,6947","0,9105",3527603
Sudeste,SP,São Sebastião da Grama,"0,7641","0,7244","0,6712","0,8967",3550803
Sudeste,SP,Pederneiras,"0,7640","0,7474","0,6533","0,8914",3536703
Sul,RS,Três Coroas,"0,7638","0,7161","0,6769","0,8984",4321709
Sul,RS,Santo Cristo,"0,7637","0,7240","0,7194","0,8478",4317905
Sudeste,SP,Potirendaba,"0,7636","0,7857","0,6465","0,8586",3540804
Sudeste,SP,Cesário Lange,"0,7634","0,7046","0,6632","0,9224",3511607
Sudeste,SP,São Sebastião,"0,7631","0,7858","0,6749","0,8285",3550704
Sul,SC,Ibicaré,"0,7631","0,6737","0,7131","0,9026",4206801
Sul,RS,Tapera,"0,7630","0,7460","0,6777","0,8653",4321006
Sudeste,SP,Santa Cruz da Conceição,"0,7629","0,7427","0,6775","0,8684",3546207
Sul,PR,Renascença,"0,7629","0,7290","0,7442","0,8156",4121604
Sul,SC,Forquilhinha,"0,7629","0,6960","0,6491","0,9436",4205456
Sudeste,MG,São Lourenço,"0,7624","0,7211","0,7834","0,7826",3163706
Sul,SC,Palmitos,"0,7624","0,7117","0,6185","0,9570",4212106
Sudeste,MG,Ubá,"0,7623","0,7275","0,7299","0,8294",3169901
Sul,RS,Tapejara,"0,7623","0,6790","0,6547","0,9533",4320909
Sul,PR,Nova Aliança do Ivaí,"0,7622","0,7178","0,8655","0,7032",4116505
Sul,RS,Roca Sales,"0,7621","0,7288","0,6363","0,9213",4315800
Sudeste,SP,Pirapozinho,"0,7620","0,7545","0,7251","0,8063",3539202
Sul,SC,Palmeira,"0,7619","0,6459","0,7048","0,9350",4212056
Sul,SC,Lacerdópolis,"0,7618","0,6659","0,6894","0,9300",4209201
Sudeste,SP,Pilar do Sul,"0,7617","0,7988","0,6163","0,8700",3537909
Sudeste,MG,Itaúna,"0,7616","0,7207","0,6532","0,9110",3133808
Sudeste,MG,Passos,"0,7615","0,7087","0,7287","0,8470",3147907
Sul,PR,Porto Rico,"0,7615","0,7614","0,5995","0,9237",4120200
Sul,RS,Boa Vista do Buricá,"0,7613","0,6404","0,7529","0,8905",4302204
Sul,PR,Maripá,"0,7611","0,7026","0,7893","0,7914",4115358
Sul,PR,Tapejara,"0,7611","0,7703","0,6559","0,8572",4126801
Sul,RS,Lagoa Vermelha,"0,7610","0,7005","0,7715","0,8109",4311304
Centro-Oeste,MT,Nova Mutum,"0,7610","0,6958","0,6675","0,9196",5106224
Sudeste,SP,Paraíso,"0,7609","0,8822","0,5703","0,8303",3535705
Nordeste,AL,Coruripe,"0,7608","0,8373","0,7341","0,7109",2702306
Sul,PR,Colorado,"0,7608","0,7291","0,6788","0,8746",4105904
Sudeste,SP,Paulistânia,"0,7607","0,8575","0,6444","0,7803",3536570
Sudeste,SP,Itápolis,"0,7606","0,8370","0,5613","0,8836",3522703
Sul,RS,Vila Maria,"0,7603","0,6905","0,6416","0,9487",4323408
Sul,PR,Pato Bragado,"0,7602","0,8420","0,5184","0,9202",4118451
Centro-Oeste,MT,Campo Verde,"0,7602","0,6666","0,7071","0,9068",5102678
Sudeste,SP,Américo de Campos,"0,7600","0,8639","0,8398","0,5764",3501806
Sudeste,SP,Taquaritinga,"0,7600","0,8232","0,6081","0,8488",3553708
Sul,SC,Sombrio,"0,7600","0,7302","0,6478","0,9019",4217709
Sul,RS,Pinhal,"0,7600","0,6781","0,6967","0,9052",4314456
Sudeste,MG,Itabira,"0,7598","0,6924","0,7301","0,8570",3131703
Sul,PR,Rolândia,"0,7597","0,7141","0,6087","0,9564",4122404
Sudeste,SP,Buritama,"0,7595","0,8081","0,7159","0,7546",3508108
Sul,RS,Chapada,"0,7594","0,6993","0,7248","0,8540",4305306
Sudeste,MG,Nova Serrana,"0,7593","0,7580","0,6730","0,8470",3145208
Sudeste,MG,Ouro Preto,"0,7593","0,6934","0,7291","0,8553",3146107
Sul,SC,Araquari,"0,7592","0,6884","0,6943","0,8948",4201307
Sudeste,SP,Pradópolis,"0,7591","0,7477","0,6915","0,8382",3540903
Sul,SC,Ascurra,"0,7589","0,6922","0,6633","0,9213",4201703
Sudeste,SP,Bastos,"0,7588","0,7859","0,6076","0,8830",3505807
Sudeste,SP,Urupês,"0,7587","0,8286","0,6184","0,8290",3556008
Sudeste,SP,Vargem Grande do Sul,"0,7587","0,7465","0,7033","0,8262",3556404
Sul,RS,Santo Ângelo,"0,7587","0,6856","0,7178","0,8728",4317509
Sudeste,MG,Juruaia,"0,7582","0,7032","0,7716","0,7997",3136900
Sudeste,SP,Borborema,"0,7579","0,8189","0,6861","0,7688",3507407
Sul,SC,Princesa,"0,7579","0,7171","0,6747","0,8819",4214151
Sudeste,MG,Araporã,"0,7578","0,6840","0,6720","0,9175",3103751
Sul,PR,São João,"0,7576","0,7772","0,5878","0,9078",4124806
Sul,SC,Araranguá,"0,7576","0,6640","0,7307","0,8780",4201406
Centro-Oeste,MT,Tangará da Serra,"0,7576","0,7491","0,5967","0,9270",5107958
Sudeste,SP,Aparecida d'Oeste,"0,7575","0,8234","0,6607","0,7884",3502606
Sudeste,MG,Iturama,"0,7574","0,7100","0,6295","0,9327",3134400
Sudeste,SP,Guararapes,"0,7574","0,8733","0,6440","0,7550",3518206
Sul,PR,Pranchita,"0,7571","0,7307","0,7138","0,8268",4120358
Sul,RS,Quinze de Novembro,"0,7571","0,6956","0,7935","0,7822",4315354
Sudeste,MG,Lavras,"0,7569","0,7156","0,6739","0,8812",3138203
Sul,SC,Águas Frias,"0,7569","0,7089","0,6856","0,8761",4200556
Centro-Oeste,GO,Rio Verde,"0,7569","0,7135","0,6185","0,9386",5218805
Sul,RS,Três de Maio,"0,7568","0,7113","0,6384","0,9208",4321808
Sudeste,SP,Aguaí,"0,7567","0,6813","0,7012","0,8877",3500303
Sul,SC,Modelo,"0,7567","0,6970","0,6907","0,8823",4210902
Sul,SC,Treviso,"0,7566","0,6840","0,7140","0,8717",4218350
Sudeste,SP,Monte Mor,"0,7565","0,7146","0,6433","0,9115",3531803
Sudeste,SP,Pindamonhangaba,"0,7565","0,7498","0,7275","0,7921",3538006
Sul,PR,Santa Izabel do Oeste,"0,7564","0,8060","0,6919","0,7712",4123808
Sul,SC,Rio dos Cedros,"0,7564","0,7254","0,6022","0,9415",4214706
Sul,SC,Iomerê,"0,7563","0,7290","0,6145","0,9254",4207577
Sudeste,SP,Arandu,"0,7561","0,7095","0,8024","0,7563",3503109
Sul,SC,Braço do Norte,"0,7561","0,6304","0,6491","0,9887",4202800
Sul,SC,Vargeão,"0,7560","0,6244","0,6760","0,9676",4219101
Sudeste,SP,Coroados,"0,7558","0,8033","0,6809","0,7831",3512506
Sudeste,SP,Elias Fausto,"0,7558","0,6338","0,7480","0,8856",3514908
Sul,PR,Enéas Marques,"0,7558","0,7203","0,7327","0,8145",4107405
Sul,PR,Japurá,"0,7558","0,8344","0,5610","0,8719",4112405
Sul,RS,Cândido Godói,"0,7558","0,7128","0,7757","0,7789",4304309
Sul,SC,São José do Cedro,"0,7557","0,7653","0,6720","0,8297",4216701
Sudeste,RJ,Volta Redonda,"0,7556","0,6920","0,7182","0,8565",3306305
Sudeste,SP,Adolfo,"0,7555","0,7359","0,7965","0,7341",3500204
Sul,SC,Lontras,"0,7555","0,6338","0,7203","0,9125",4209904
Sul,SC,Seara,"0,7555","0,6951","0,6062","0,9652",4217501
Sudeste,SP,Nantes,"0,7554","0,8676","0,7731","0,6256",3532157
Sul,PR,Quatro Barras,"0,7554","0,7110","0,6236","0,9316",4120804
Sul,SC,Aurora,"0,7554","0,6545","0,6833","0,9284",4201901
Sul,SC,Balneário Piçarras,"0,7554","0,6403","0,7166","0,9092",4212809
Sudeste,MG,Carneirinho,"0,7550","0,6728","0,7546","0,8376",3114550
Sudeste,SP,Palmital,"0,7550","0,8692","0,6078","0,7881",3535309
Sul,SC,Ipumirim,"0,7550","0,6835","0,6326","0,9489",4207700
Sudeste,SP,Cruzália,"0,7549","0,8916","0,6960","0,6770",3513306
Centro-Oeste,DF,Brasília,"0,7549","0,6323","0,7283","0,9040",5300108
Sudeste,SP,Alambari,"0,7545","0,7704","0,8044","0,6886",3500758
Sul,RS,Capão da Canoa,"0,7545","0,6106","0,7832","0,8697",4304630
Sul,PR,Flórida,"0,7542","0,7463","0,7737","0,7426",4108106
Sul,PR,Mallet,"0,7542","0,7023","0,7001","0,8603",4113908
Sudeste,ES,São Gabriel da Palha,"0,7541","0,7737","0,6882","0,8003",3204708
Sudeste,SP,Engenheiro Coelho,"0,7540","0,7124","0,7579","0,7916",3515152
Sudeste,MG,Machado,"0,7539","0,7601","0,6869","0,8147",3139003
Sudeste,SP,Jardinópolis,"0,7538","0,7177","0,6957","0,8479",3525102
Sudeste,SP,Socorro,"0,7538","0,8384","0,6126","0,8104",3552106
Sudeste,MG,Ituiutaba,"0,7536","0,7491","0,7080","0,8037",3134202
Sudeste,SP,Nuporanga,"0,7533","0,7729","0,5903","0,8966",3533601
Sul,PR,Coronel Vivida,"0,7532","0,7445","0,6769","0,8381",4106506
Sudeste,MG,São Francisco de Sales,"0,7531","0,6724","0,8083","0,7787",3161304
Sul,PR,Mercedes,"0,7531","0,7969","0,6743","0,7882",4115853
Centro-Oeste,MT,Campo Novo do Parecis,"0,7530","0,6971","0,6603","0,9017",5102637
Sul,RS,Jacutinga,"0,7529","0,7285","0,7851","0,7452",4310900
Sul,SC,Arabutã,"0,7528","0,7431","0,6764","0,8389",4201273
Sul,SC,Laurentino,"0,7528","0,6746","0,6755","0,9084",4209508
Sudeste,MG,Canápolis,"0,7527","0,7318","0,7251","0,8013",3111804
Sul,PR,Jussara,"0,7525","0,7454","0,6719","0,8403",4113007
Sudeste,MG,Timóteo,"0,7524","0,7544","0,6941","0,8086",3168705
